date,name,href,article,comments
"Mon, Mar. 16",Transports reeling after US shutdowns,https://seekingalpha.com/news/3552061-transports-reeling-after-u-s-shutdowns?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:185,"The Dow Jones Transportation Index is down 11% as a flood of store, restaurant and event closings send shockwaves. Investors are worried that the U.S. could on the same trajectory as Europe with the coronavirus outbreak as opposed to the approaches and results in South Korea (massive testing) and China (massive containment) where business activity is better off.
Analysts are staying on the sidelines at the moment with the sector, not yet calling out attractive entry points for long-term investors. The focus in the weeks ahead could be on balance sheets as the investing recommendations are doled out.
Trucking: Daseke (NASDAQ:DSKE) -19%, YRC Worldwide (NASDAQ:YRCW) -16%, ArcBest (NASDAQ:ARCB) -15%, U.S. Xpress Enterprises (NYSE:USX) -12%.
Airlines: United Airlines (NASDAQ:UAL) -21%, Delta Air Lines (NYSE:DAL) -17%, Hawaiian Holdings (NASDAQ:HA) -16%, Alaska Air Group (NYSE:ALK) -15%, American Airlines (NASDAQ:AAL) -14%, Allegiant Travel (NASDAQ:ALGT) -14% and JetBlue (NASDAQ:JBLU) -13%.
Auto: Fiat Chrysler Automobiles (NYSE:FCAU) -22%, Tesla (NASDAQ:TSLA) -15%, General Motors (NYSE:GM) -13%, Ford (NYSE:F) -9%.
Freight/logistics: XPO Logistics (NYSE:XPO) -13%, FedEx (NYSE:FDX) -12%, Radiant Logistics (NYSEMKT:RLGT) -11%.
Railroads: L.B Foster (NASDAQ:FSTR) -19%, CSX (NASDAQ:CSX) -15%, Greenbrier (NYSE:GBX) -12%, Union Pacific (NYSE:UNP) -12%, Canadian National Railway (NYSE:CNI) -11%, Kansas City Southern (NYSE:KSU) -9.7%.
See all stocks on the move »",error
"Mon, Mar. 16",Tesla falls sharply as US coronavirus anxiety ramps up,https://seekingalpha.com/news/3551923-tesla-falls-sharply-u-s-coronavirus-anxiety-ramps-up?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:186,"Tesla (NASDAQ:TSLA) peels off 13.29% in premarket action to trade at its lowest level since the early part of January.
While Tesla employees have been advised to stay home if they aren't feeling well, the automaker's manufacturing sites and headquarters in California are still open. That could change in the next two weeks if the U.S. sees the same impact from the outbreak as Europe, where auto production is on hold in some regions.
See all stocks on the move »",error
"Fri, Mar. 13",US auto set to zoom higher,https://seekingalpha.com/news/3551532-u-s-auto-set-to-zoom-higher?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:187,"U.S. automaker stocks are set to follow the rest of the market higher on the open after indications of progress last night on a Congressional stimulus package tamped down the negative vibe.
General Motors (NYSE:GM) is up 6.33% premarket, while Ford (NYSE:F) is 7.48% higher. Tesla (NASDAQ:TSLA) is back over $600 with a 7.84% jump in the early session.
While March and April U.S. auto sales are forecast to suffer from the economic slowdown, most analysts think it's too early to call what the impact of the coronavirus outbreak will be on Q3 and Q4 demand.
See all stocks on the move »",error
"Thu, Mar. 12",Tesla posts doubledigit drop,https://seekingalpha.com/news/3551195-tesla-posts-double-digit-drop?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:188,"Tesla (TSLA -10.9%) is down sharply on a mix of developments.
The EV automaker faces a lawsuit in China over Model 3 full self-driving computer chips. Nikkei Asian Review reports Tesla execs were called in to explain themselves to China's Ministry of Industry and Information Technology about the same issue.
On Wall Street, Morgan Stanley cut its base price target on Tesla to $480 from $500 on lowered earnings estimates. ""While acknowledging the situation remains fluid, we are marking to market our forecasts for Tesla in the midst of the COVID-19 pandemic, mainly to adjust for lower expectations of growth outside of China,"" warns analyst Adam Jonas.
On a broader scale, Tesla is expected to face some of the same supply chains issues and demand drops as other major automakers due to the coronavirus outbreak.
See all stocks on the move »",error
"Thu, Mar. 12",Auto stocks slammed in early trading,https://seekingalpha.com/news/3550966-auto-stocks-slammed-in-early-trading?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:189,"U.S. automakers are seeing no major production disruption with their supply chains largely intact, but concerns over sales demand have sent share prices plummeting again today.
General Motors (NYSE:GM) is down 7.11% premarket and is 26.32% lower over the last six weeks.
Ford (NYSE:F) is 6.27% lower premarket and is 28.48% lower over the last six weeks.
Fiat Chrysler Automobiles (NYSE:FCAU) is off 5.57% premarket and is 21.05% lower over the last six weeks.
Tesla (NASDAQ:TSLA) is down 10.05% premarket and is 21.12% lower over the last six weeks.
See all stocks on the move »",error
"Tue, Mar. 10",Tesla looks to build Cybertruck in central US,https://seekingalpha.com/news/3550396-tesla-looks-to-build-cybertruck-in-central-u-s?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:190,"Tesla (NASDAQ:TSLA) CEO Elon Musk tweeted that the company is looking at locations in the central U.S. to build the Cybertruck Gigafactory.
The Cybertruck is expected to go into production late in 2021.
Musk also tweeted that Tesla is looking at the East Coast for Model Y production.
Now read: Buying Hopes And Prayers And Virgin Galactic »",error
"Tue, Mar. 10",Tesla said to lose key Model 3 exec,https://seekingalpha.com/news/3550346-tesla-said-to-lose-key-model-3-exec?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:191,"Tesla (NASDAQ:TSLA) manufacturing director Jatinder Dhillon has left the company, according to CNBC.
Dhillon, who worked at the company for seven years, helped Tesla start up its own seat manufacturing operations and ramp up production of the Model 3.
Tesla closed the day up 6.14% and is up 55% YTD.
Now read: Wall Street Breakfast: Black Swans Circle Longest Bull »",error
"Tue, Mar. 10",Cheap gas not seen disrupting EV transformation,https://seekingalpha.com/news/3550169-cheap-gas-not-seen-disrupting-ev-transformation?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:192,"The whole question if Tesla (TSLA +4.5%) faces higher risk with oil prices sitting at a low level is being teed up again by investors and analysts after crude oil prices crashed yesterday.
The premise is that lower gas prices will take away from the demand for electric vehicles in the U.S. and abroad.
""On the margin some customers will stay away from EVs in light of cheap gas, but overall the environmental movement [as well as] next-generation technology and design....neutralizes most of this dynamic,"" says Wedbush's Dan Ives on the issue.
New Street Research's Pierre Ferragu is even more emphatic on the point. ""Today, the cost arbitrage oil/electricity is a nonmaterial driver in the [EV purchase] decision,"" he notes.
The huge EV commitment by Volkswagen (OTCPK:VWAGY), Ford (F +3.3%) and General Motors (GM +3.7%) would seem to suggest that the gas price wildcard is less of a factor than in past years.
See all stocks on the move »",error
"Tue, Mar. 10",Tesla makes one millionth car,https://seekingalpha.com/news/3550070-tesla-makes-one-millionth-car?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:193,"Tesla (NASDAQ:TSLA) is up 10.61% in premarket trading off positive news about production plans at the Shanghai factory and U.S. stock futures in general pointing to a large rally today.
Last night, Elon Musk took a victory lap with his announcement that the electric vehicle company made its one millionth car.
See all stocks on the move »",error
"Tue, Mar. 10",Tesla plans to hike Shanghai factorys car parts production  Reuters,https://seekingalpha.com/news/3550011-tesla-plans-to-hike-shanghai-factorys-car-parts-production-reuters?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:194,"Tesla (NASDAQ:TSLA) plans to boost production capacity for certain car parts at its $2B factory in Shanghai, as it seeks to localize its supply chain in the world's biggest auto market, Reuters reports, citing a government document it has seen.
It plans to add lines to make more battery packs, electric motors, and motor controllers. It also wants to almost double its annual capacity to produce cooling pipes, a key part of the car's heat management system, to 260,000 sets per year from 150,000.
The U.S. automaker, which started delivering Model 3 electric sedans from its Shanghai factory in December, is also building another stamping line to speed up car production at the facility.
According to a Shanghai government filing in 2018, Tesla plans to churn out 150,000 Model 3 sedans at the plant then boost output to 250,000 a year.
Now read: Tesla Q1 Push Faces Major Uncertainty »",error
"Mon, Mar. 09",The auto sector spins out,https://seekingalpha.com/news/3549836-auto-sector-spins-out?source=content_type:react|section:News|sectionAsset:News|first_level_url:symbol|button:Title|lock_status:No|line:195,"General Motors (GM -14.5%), Fiat Chrysler Automobiles (FCAU -10.7%), Nissan (OTCPK:NSANY), Volkswagen (OTCPK:VWAGY N/A) and Ford (F -8.6%) all carved out new 52-week lows today amid the broad market carnage, while Tesla (TSLA -10.6%) is sporting a double-digit decline.
Ferrari (RACE -7.1%), Nio (NIO -5.5%) and Tata Motors (TTM -12.9%) are also falling hard.
As would be expected amid growing concerns over the global economy, auto suppliers are also trading lower. The most notable decliners are Tenneco (TEN -14.6%), Dana (DAN -13.5%), Adient (ADNT -12.8%), Superior Industries (SUP -15.6%), Garrett Motion (GTX -12.2%), Modine Manufacturing (MOD -12.8%), Allison Transmission (ALSN -10.7%), Meritor (MTOR -9.9%) and Lear (LEA -10.4%).
See all stocks on the move »",error
